Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption
Saudi Arabia,1997,23.885942,45.079162,Middle East,SAU,2.734268461,1.550628,0,1190249016944.44
United Arab Emirates,1997,23.7479278,-54.10908829,Middle East,ARE,0.85934305,1.0179,0,521456402777.776
Other Middle East,1997,0,0,Middle East,,1.102960634,0.463547931,0.005648166,436710203055.554
Algeria,1997,28.033886,1.659626,Africa,DZA,0.35151631,0.698544,0.021436416,297637979444.444
Egypt,1997,26.820553,30.802498,Africa,EGY,1.106374627,0.46431,0.033812555,445693661666.665
Morocco,1997,31.791702,-7.09262,Africa,MAR,0.2942609,0.001079692,0.083359188,105194383333.333
South Africa,1997,-30.559482,22.937506,Africa,ZAF,0.909370115,0.033534027,3.099912388,1123004591666.66
Eastern Africa,1997,0,0,Africa,,0.550152352,2.07E-05,0.170922908,200304433333.333
Middle Africa,1997,0,0,Africa,,0.171769502,0.0240309,1975505.999,548751720777888000
Western Africa,1997,0,0,Africa,,0.760351818,0.202677928,0.002294605,268145653055.555
Other Northern Africa,1997,0,0,Africa,,0.590210208,0.283914684,0,242812469999.999
Other Southern Africa,1997,0,0,Africa,,0.059958497,0,0.038217001,27270971666.6666
Australia,1997,-25.274398,133.775136,Asia Pacific,AUS,1.605808257,0.688698184,1.90605,1166821233611.11
Bangladesh,1997,23.684994,90.356331,Asia Pacific,BGD,0.147156975,0.256077869,0.013518214,115764738333.333
China,1997,35.86166,104.195397,Asia Pacific,CHN,8.183790291,0.712746903,28.5548849,10403172803888.9
China Hong Kong SAR,1997,22.32789401,114.1798757,Asia Pacific,HKG,0.40230117,0.108311745,0.147082284,182693110833.333
India,1997,20.593684,78.96288,Asia Pacific,IND,3.743480521,0.772294793,6.319305548,3009744683888.88
Indonesia,1997,-0.789275,113.921327,Asia Pacific,IDN,2.118256775,1.116410871,0.333823948,991247664999.997
Japan,1997,36.204824,138.252924,Asia Pacific,JPN,11.80066343,2.416852273,3.718605647,4982255930555.54
Malaysia,1997,4.210484,101.975766,Asia Pacific,MYS,1.031621321,0.728251992,0.06786448,507704942499.998
New Zealand,1997,-40.900557,174.885971,Asia Pacific,NZL,0.256551068,0.197298503,0.05230205,140597672500
Pakistan,1997,30.375321,69.345116,Asia Pacific,PAK,0.725727226,0.508014,0.087671592,367059116111.11
Philippines,1997,12.879721,121.774017,Asia Pacific,PHL,0.808902736,0.000188384,0.102229841,253144711388.888
Singapore,1997,1.352083,103.819836,Asia Pacific,SGP,1.431966814,0.0513,0,412018559444.443
South Korea,1997,36.61375976,127.7174212,Asia Pacific,KOR,4.833993195,0.55738031,1.462340383,1903809413333.33
Sri Lanka,1997,7.873054,80.771797,Asia Pacific,LKA,0.106297433,0,0,29527064722.2221
Taiwan,1997,23.69781,120.960515,Asia Pacific,TWN,1.615445544,0.18728974,0.889022837,747710589166.664
Thailand,1997,15.870032,100.992541,Asia Pacific,THA,1.63307686,0.556077738,0.377293875,712902353611.109
Vietnam,1997,14.058324,108.277199,Asia Pacific,VNM,0.273089745,0.01844694,0.186045655,132661761111.111
Other Asia Pacific,1997,0,0,Asia Pacific,,0.386517389,0.16304796,0.743038813,359056711666.666
Other S. & Cent. America,1997,0,0,S. & Cent. America,,0,0,0,0
Syria,1997,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1997,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1997,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1997,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1997,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1997,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1997,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1997,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1997,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1997,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1997,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1997,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1997,0,0,Africa,,0,0,0,0
Brunei,1997,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1997,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1997,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1997,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1997,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1997,0,0,Africa,COD,0,0,0,0
Serbia,1997,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1997,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1997,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1998,56.130366,-106.346771,North America,CAN,3.939918541,2.8352619,1.257177,2231210400277.77
Mexico,1998,23.634501,-102.552784,North America,MEX,3.678866962,1.205244095,0.246052,1425045293611.11
US,1998,37.09024,-95.712891,North America,USA,36.90400432,21.6784472,21.70561848,22302241666666.6
Argentina,1998,-38.416097,-63.616672,S. & Cent. America,ARG,1.019779595,1.0681551,0.029654674,588219269166.665
Brazil,1998,-14.235004,-51.92528,S. & Cent. America,BRA,3.722883395,0.23627348,0.504144795,1239806019444.44
Chile,1998,-35.675147,-71.542969,S. & Cent. America,CHL,0.518466586,0.143176,0.168673612,230643388333.333
Colombia,1998,4.570868,-74.297333,S. & Cent. America,COL,0.54761746,0.2371905,0.13195077,254655202777.777
Ecuador,1998,-1.831239,-78.183406,S. & Cent. America,ECU,0.354275106,0.011471832,0,101596371666.666
Peru,1998,-9.189967,-75.015152,S. & Cent. America,PER,0.323286558,0.01417185,0.018715,98937057777.7775
Trinidad & Tobago,1998,10.691803,-61.222503,S. & Cent. America,TTO,0.042444709,0.325596112,0,102233561388.889
Venezuela,1998,6.42375,-66.58973,S. & Cent. America,VEN,0.950804757,1.29212658,0.001497618,623452487499.998
Central America,1998,0,0,S. & Cent. America,,0.564558863,0,0.001845477,157334538888.888
Other Caribbean,1998,0,0,S. & Cent. America,,1.405382323,0.005988816,0.012210592,395439369722.221
Other South America,1998,0,0,S. & Cent. America,,0.274572102,0.042168779,0.000133867,88020763333.3331
Austria,1998,47.516231,14.550072,Europe,AUT,0.529836182,0.288746249,0.136188,265214008611.11
Belgium,1998,50.503887,4.469936,Europe,BEL,1.317394792,0.5207184,0.329316522,602063809444.443
Bulgaria,1998,42.733883,25.48583,Europe,BGR,0.203903641,0.1299654,0.346495046,188990024166.666
Croatia,1998,45.1,15.2,Europe,HRV,0.191068324,0.0904248,0.009737492,80897393333.3331
Cyprus,1998,35.08620251,-33.15948469,Europe,CYP,0.098221628,0,0.000586152,27446605555.5555
Czech Republic,1998,49.817492,15.472962,Europe,CZE,0.35310763,0.3217689,0.853208043,424467936944.443
Denmark,1998,56.26392,9.501785,Europe,DNK,0.457199144,0.177472736,0.23591362,241829305555.555
Estonia,1998,58.69807177,-25.8872705,Europe,EST,0.057097791,0.024804,0.123163305,56962526666.6665
Finland,1998,61.92411,25.748151,Europe,FIN,0.452846106,0.138731,0.22874,227865862777.777
France,1998,46.227638,2.213749,Europe,FRA,4.108009721,1.3989411,0.68119236,1718928661388.88
Germany,1998,51.165691,10.451526,Europe,DEU,5.942581888,3.019141,3.573044362,3481879791666.66
Greece,1998,39.074208,21.824312,Europe,GRC,0.836925019,0.029322596,0.370621607,343574783888.888
Hungary,1998,47.162494,19.503304,Europe,HUN,0.321194819,0.409314,0.166578286,249190862499.999
Iceland,1998,64.963051,-19.020835,Europe,ISL,0.033958921,0,0.002447654,10112937500
Ireland,1998,53.41291,-8.24389,Europe,IRL,0.315612418,0.117565344,0.119548522,153535078888.888
Italy,1998,41.87194,12.56738,Europe,ITA,4.11105097,2.156202,0.491623811,1877465772499.99
Latvia,1998,56.98600629,-25.98243782,Europe,LVA,0.071262915,0.039522124,0.006912407,32693734999.9999
Lithuania,1998,55.56514803,-23.92632337,Europe,LTU,0.159183853,0.073432285,0.006657012,66464763888.8887
Luxembourg,1998,49.61682412,6.124983395,Europe,LUX,0.086727705,0.026375108,0.004115624,32560676944.4443
Netherlands,1998,52.132633,5.291266,Europe,NLD,1.692960496,1.5062,0.357,987822359999.997
North Macedonia,1998,42.12066355,-21.42254912,Europe,MKD,0.039869325,0.0006894,0.070038926,30721569722.2221
Norway,1998,60.472024,8.468946,Europe,NOR,0.416646629,0.142225596,0.043304876,167271416944.444
Poland,1998,51.919438,19.145136,Europe,POL,0.899571229,0.3983445,2.650051807,1096657648888.89
Portugal,1998,39.399872,-8.224454,Europe,PRT,0.669350585,0.0289368,0.14925942,235429668055.555
Romania,1998,45.943161,24.96676,Europe,ROU,0.502634288,0.6273774,0.338523212,407926361111.11
Slovakia,1998,48.17856255,-17.37553815,Europe,SVK,0.163334582,0.2373723,0.191755189,164572797500
Slovenia,1998,46.151241,14.995463,Europe,SVN,0.106527892,0.0342423,0.059795878,55712797222.2221
Spain,1998,40.463667,-3.74922,Europe,ESP,2.828157985,0.485953401,0.732313188,1124006826111.11
Sweden,1998,60.128161,18.643501,Europe,SWE,0.833975443,0.029685238,0.111000023,270739084444.444
Switzerland,1998,46.818188,8.227512,Europe,CHE,0.567162475,0.088992,0.00381,183323465277.777
Turkey,1998,38.963745,35.243322,Europe,TUR,1.283250947,0.35404137,0.902757816,705569481388.887
Ukraine,1998,49.03256983,-31.17505696,Europe,UKR,0.723147897,2.511017699,1.606442322,1344613310555.55
United Kingdom,1998,55.378051,-3.435973,Europe,GBR,3.533662737,3.30985764,1.615288374,2349669097499.99
Other Europe,1998,0,0,Europe,,0.413452393,0.112550183,0.513381602,288717827222.221
Azerbaijan,1998,40.37218247,-47.99440631,CIS,AZE,0.251544577,0.183313434,0,120793891944.444
Belarus,1998,53.22505931,-28.06449163,CIS,BLR,0.367536265,0.506127009,0.045229722,255248054444.444
Kazakhstan,1998,47.97919679,-67.16447093,CIS,KAZ,0.363988836,0.265070664,0.863476279,414593271944.443
Russian Federation,1998,61.87817188,-94.65763783,CIS,RUS,5.265507868,12.94452875,4.235222536,6234794209444.43
Turkmenistan,1998,39.06564821,-59.08747704,CIS,TKM,0.165029384,0.3717945,0,149117745555.555
USSR,1998,0,0,CIS,,0,0,0,0
Uzbekistan,1998,42.04885918,-64.06189671,CIS,UZB,0.287676675,1.479555,0.034758437,500552808888.887
Other CIS,1998,0,0,CIS,,0.081801883,0.219845021,0.031894309,92650336944.4442
Iran,1998,32.427908,53.688046,Middle East,IRN,2.649823718,1.664328536,0.053960986,1213364788888.89
Iraq,1998,33.223191,43.679291,Middle East,IRQ,0.967877687,0.10089,0,296879913055.555
Israel,1998,31.046051,34.851612,Middle East,ISR,0.528322678,0.000408002,0.244632966,214823234999.999
Kuwait,1998,29.31166,47.481766,Middle East,KWT,0.362949142,0.3245922,0,190983706111.111
Oman,1998,21.512583,55.923255,Middle East,OMN,0.099819377,0.158108276,2010774.599,558548571368791000
Qatar,1998,25.3182235,-51.20661467,Middle East,QAT,0.082569962,0.403387413,0,134988159722.222
Saudi Arabia,1998,23.885942,45.079162,Middle East,SAU,2.908033152,1.601244,0,1252576986666.66
United Arab Emirates,1998,23.7479278,-54.10908829,Middle East,ARE,0.856117354,1.066689,0,534112876111.11
Other Middle East,1998,0,0,Middle East,,1.144034879,0.519532951,0.005693747,463683771388.888
Algeria,1998,28.033886,1.659626,Africa,DZA,0.362371493,0.7224525,0.022943664,307713238055.555
Egypt,1998,26.820553,30.802498,Africa,EGY,1.164282418,0.474705,0.033264419,464514399166.665
Morocco,1998,31.791702,-7.09262,Africa,MAR,0.291624209,0.001184948,0.0994365,108957126944.444
South Africa,1998,-30.559482,22.937506,Africa,ZAF,0.92323056,0.033471256,3.006821068,1100978578888.89
Eastern Africa,1998,0,0,Africa,,0.558110393,4.89E-05,0.161890604,200013860277.777
Middle Africa,1998,0,0,Africa,,0.162157621,0.024841224,693245999.7,1.92568333301944E+20
Western Africa,1998,0,0,Africa,,0.768773289,0.247623265,0.002453015,283013769166.666
Other Northern Africa,1998,0,0,Africa,,0.616613424,0.29328606,0,252749856666.666
Other Southern Africa,1998,0,0,Africa,,0.062405554,0,0.043896865,29528449722.2221
Australia,1998,-25.274398,133.775136,Asia Pacific,AUS,1.605492883,0.709031543,1.9911,1196006785000
Bangladesh,1998,23.684994,90.356331,Asia Pacific,BGD,0.162200712,0.27671206,0.003892217,123001385833.333
China,1998,35.86166,104.195397,Asia Pacific,CHN,8.407348336,0.734988496,28.33818015,10411254717222.2
China Hong Kong SAR,1998,22.32789401,114.1798757,Asia Pacific,HKG,0.385991638,0.101612364,0.182837556,186233766111.111
India,1998,20.593684,78.96288,Asia Pacific,IND,4.008626962,0.847543505,6.52917275,3162595338055.55
Indonesia,1998,-0.789275,113.921327,Asia Pacific,IDN,2.018970945,1.076362198,0.358242871,959326670555.553
Japan,1998,36.204824,138.252924,Asia Pacific,JPN,11.38054586,2.489899756,3.544989937,4837620986944.43
Malaysia,1998,4.210484,101.975766,Asia Pacific,MYS,0.885223709,0.7358301,0.07242504,470410791388.888
New Zealand,1998,-40.900557,174.885971,Asia Pacific,NZL,0.259652756,0.173921326,0.047689643,133684368055.555
Pakistan,1998,30.375321,69.345116,Asia Pacific,PAK,0.750383066,0.535068,0.087755328,381446220555.555
Philippines,1998,12.879721,121.774017,Asia Pacific,PHL,0.817132738,0.000321131,0.103226157,255744451666.666
Singapore,1998,1.352083,103.819836,Asia Pacific,SGP,1.452517883,0.0513,0,417727189722.221
South Korea,1998,36.61375976,127.7174212,Asia Pacific,KOR,3.912937882,0.521432446,1.509366521,1651038013611.11
Sri Lanka,1998,7.873054,80.771797,Asia Pacific,LKA,0.11351832,0,8.18E-06,31535138888.8888
Taiwan,1998,23.69781,120.960515,Asia Pacific,TWN,1.698840998,0.221919906,0.965075231,801621148611.109
Thailand,1998,15.870032,100.992541,Asia Pacific,THA,1.495007334,0.593817086,0.302705041,664313739166.665
Vietnam,1998,14.058324,108.277199,Asia Pacific,VNM,0.30097505,0.031266,0.199552372,147720395000
Other Asia Pacific,1998,0,0,Asia Pacific,,0.407996441,0.143096236,0.680786449,342188646111.11
Other S. & Cent. America,1998,0,0,S. & Cent. America,,0,0,0,0
Syria,1998,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1998,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1998,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1998,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1998,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1998,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1998,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1998,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1998,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1998,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1998,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1998,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1998,0,0,Africa,,0,0,0,0
Brunei,1998,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1998,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1998,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1998,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1998,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1998,0,0,Africa,COD,0,0,0,0
Serbia,1998,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1998,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1998,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1999,56.130366,-106.346771,North America,CAN,4.015986359,3.0308904,1.208485,2293156044166.66
Mexico,1999,23.634501,-102.552784,North America,MEX,3.645154555,1.216471466,0.250371,1419999172500
US,1999,37.09024,-95.712891,North America,USA,37.93353441,21.75346262,21.67234202,22599816402777.7
Argentina,1999,-38.416097,-63.616672,S. & Cent. America,ARG,1.033055138,1.1329236,0.03558769,611546229999.998
Brazil,1999,-14.235004,-51.92528,S. & Cent. America,BRA,3.779698912,0.280369639,0.510508069,1269604616666.66
Chile,1999,-35.675147,-71.542969,S. & Cent. America,CHL,0.52437795,0.195582175,0.174062023,248339485555.555
Colombia,1999,4.570868,-74.297333,S. & Cent. America,COL,0.485789117,0.2048724,0.105379378,221122470833.333
Ecuador,1999,-1.831239,-78.183406,S. & Cent. America,ECU,0.309587881,0.010801944,0,88997173611.1109
Peru,1999,-9.189967,-75.015152,S. & Cent. America,PER,0.33186328,0.01424115,0.016973,100854841666.666
Trinidad & Tobago,1999,10.691803,-61.222503,S. & Cent. America,TTO,0.075075158,0.333998592,0,113631597222.222
Venezuela,1999,6.42375,-66.58973,S. & Cent. America,VEN,1.121415731,1.0953036,0.001528182,616179864722.22
Central America,1999,0,0,S. & Cent. America,,0.556840913,0,0.003677587,155699583333.333
Other Caribbean,1999,0,0,S. & Cent. America,,1.343475671,0.018980352,0.014673695,382536032777.777
Other South America,1999,0,0,S. & Cent. America,,0.297213604,0.043737293,0.000142241,94748093888.8886
Austria,1999,47.516231,14.550072,Europe,AUT,0.520744703,0.294939462,0.135251699,264148851111.11
Belgium,1999,50.503887,4.469936,Europe,BEL,1.273724898,0.5560569,0.288546092,588424413888.887
Bulgaria,1999,42.733883,25.48583,Europe,BGR,0.185240483,0.1126026,0.285311747,161987452777.777
Croatia,1999,45.1,15.2,Europe,HRV,0.189190045,0.091683,0.008636364,80419280277.7775
Cyprus,1999,35.08620251,-33.15948469,Europe,CYP,0.102965612,0,0.001004832,28880678888.8888
Czech Republic,1999,49.817492,15.472962,Europe,CZE,0.351502838,0.3234978,0.777399121,403444377499.999
Denmark,1999,56.26392,9.501785,Europe,DNK,0.453753144,0.186097234,0.198190552,232789147222.222
Estonia,1999,58.69807177,-25.8872705,Europe,EST,0.053333267,0.024111,0.112106636,52653028611.111
Finland,1999,61.92411,25.748151,Europe,FIN,0.457843631,0.138888,0.221636,227324341944.444
France,1999,46.227638,2.213749,Europe,FRA,4.165806764,1.4263614,0.61001676,1722829145555.55
Germany,1999,51.165691,10.451526,Europe,DEU,5.76398614,3.010287,3.440093989,3392879758055.55
Greece,1999,39.074208,21.824312,Europe,GRC,0.817241437,0.052573342,0.356504136,340644143055.555
Hungary,1999,47.162494,19.503304,Europe,HUN,0.304339402,0.414705,0.173414409,247905225277.777
Iceland,1999,64.963051,-19.020835,Europe,ISL,0.033901232,0,0.002862691,10212200833.3333
Ireland,1999,53.41291,-8.24389,Europe,IRL,0.357290613,0.125729604,0.102849077,162741470555.555
Italy,1999,41.87194,12.56738,Europe,ITA,4.077092349,2.343603168,0.490965604,1919905866944.44
Latvia,1999,56.98600629,-25.98243782,Europe,LVA,0.066374387,0.037852655,0.005342357,30435944166.6666
Lithuania,1999,55.56514803,-23.92632337,Europe,LTU,0.131060678,0.075902497,0.005681488,59067961944.4443
Luxembourg,1999,49.61682412,6.124983395,Europe,LUX,0.092661932,0.027358063,0.004161679,34494909444.4443
Netherlands,1999,52.132633,5.291266,Europe,NLD,1.725456781,1.4716,0.313,975015772499.997
North Macedonia,1999,42.12066355,-21.42254912,Europe,MKD,0.039871944,0.00127539,0.061080807,28396705833.3332
Norway,1999,60.472024,8.468946,Europe,NOR,0.413067046,0.13586166,0.040579002,163752141111.111
Poland,1999,51.919438,19.145136,Europe,POL,0.942326617,0.3878325,2.542438487,1075721556666.66
Portugal,1999,39.399872,-8.224454,Europe,PRT,0.692846614,0.0809208,0.15500089,257991195555.555
Romania,1999,45.943161,24.96676,Europe,ROU,0.399244156,0.5748903,0.294283138,352338220555.555
Slovakia,1999,48.17856255,-17.37553815,Europe,SVK,0.148085348,0.2402451,0.190708321,160844102500
Slovenia,1999,46.151241,14.995463,Europe,SVN,0.107005706,0.0357444,0.054700542,54847402222.2221
Spain,1999,40.463667,-3.74922,Europe,ESP,2.926544074,0.556291083,0.820738404,1195437100277.77
Sweden,1999,60.128161,18.643501,Europe,SWE,0.801369391,0.029748919,0.106103518,260339396666.666
Switzerland,1999,46.818188,8.227512,Europe,CHE,0.550347543,0.10245,0.00396,182432650833.333
Turkey,1999,38.963745,35.243322,Europe,TUR,1.277286547,0.42680754,0.838783512,706354888611.109
Ukraine,1999,49.03256983,-31.17505696,Europe,UKR,0.544718708,2.667743363,1.588977913,1333733328888.89
United Kingdom,1999,55.378051,-3.435973,Europe,GBR,3.484325141,3.52395684,1.436101708,2345662135833.33
Other Europe,1999,0,0,Europe,,0.371821011,0.102289708,0.422374086,249023556944.444
Azerbaijan,1999,40.37218247,-47.99440631,CIS,AZE,0.241159293,0.196439841,0,121555315000
Belarus,1999,53.22505931,-28.06449163,CIS,BLR,0.336993802,0.515562761,0.041963241,248477723333.333
Kazakhstan,1999,47.97919679,-67.16447093,CIS,KAZ,0.30016318,0.300118428,0.799501305,388828586944.443
