Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption
Bulgaria,1979,42.733883,25.48583,Europe,BGR,0.581615747,0.1036062,0.362116332,290927299722.221
Croatia,1979,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1979,35.08620251,-33.15948469,Europe,CYP,0.0366942,0,0,10192833333.3333
Czech Republic,1979,49.817492,15.472962,Europe,CZE,0.528155441,0.0941067,1.66132224,634328994722.22
Denmark,1979,56.26392,9.501785,Europe,DNK,0.680175884,0,0.180350597,239035133611.11
Estonia,1979,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1979,61.92411,25.748151,Europe,FIN,0.568378177,0.034234,0.170327,214705326944.444
France,1979,46.227638,2.213749,Europe,FRA,5.071111326,0.872553613,1.332354687,2021116562777.77
Germany,1979,51.165691,10.451526,Europe,DEU,7.019830766,2.230120814,5.784399144,4176208534444.43
Greece,1979,39.074208,21.824312,Europe,GRC,0.527131649,0,0.165839148,192491888055.555
Hungary,1979,47.162494,19.503304,Europe,HUN,0.499355295,0.3093201,0.344908584,320439994166.666
Iceland,1979,64.963051,-19.020835,Europe,ISL,0.026937947,0,0.000659988,7666093055.55553
Ireland,1979,53.41291,-8.24389,Europe,IRL,0.271662673,0.00994455,0.083233584,101344668611.111
Italy,1979,41.87194,12.56738,Europe,ITA,4.413400423,0.9508824,0.4479876,1614519561944.44
Latvia,1979,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1979,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1979,49.61682412,6.124983395,Europe,LUX,0.055890781,0.01820002,0.077007812,41971836944.4443
Netherlands,1979,52.132633,5.291266,Europe,NLD,1.765590521,1.386,0.144,915441811388.886
North Macedonia,1979,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1979,60.472024,8.468946,Europe,NOR,0.417649941,0.027549144,0.04414922,135930084722.222
Poland,1979,51.919438,19.145136,Europe,POL,0.742670452,0.3584286,4.018616244,1422143137777.77
Portugal,1979,39.399872,-8.224454,Europe,PRT,0.336346311,0,0.018714996,98628140833.3331
Romania,1979,45.943161,24.96676,Europe,ROU,0.834346056,1.148438207,0.505849176,691287066388.887
Slovakia,1979,48.17856255,-17.37553815,Europe,SVK,0.303605398,0.1323684,0.297807084,203828022777.777
Slovenia,1979,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1979,40.463667,-3.74922,Europe,ESP,2.103503922,0.05737608,0.451797588,725743774999.998
Sweden,1979,60.128161,18.643501,Europe,SWE,1.507847201,0,0.075047846,439693068611.11
Switzerland,1979,46.818188,8.227512,Europe,CHE,0.554891039,0.02862,0.00977,164800288611.111
Turkey,1979,38.963745,35.243322,Europe,TUR,0.644736647,0,0.27821286,256374863055.555
Ukraine,1979,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1979,55.378051,-3.435973,Europe,GBR,4.08000919,1.692597636,3.2008086,2492615396111.1
Other Europe,1979,0,0,Europe,,0.80434696,0.09856413,0.561407727,406755226944.443
Azerbaijan,1979,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1979,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1979,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1979,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1979,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1979,0,0,CIS,,17.17683686,13.17096516,14.57544785,12478680519444.4
Uzbekistan,1979,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1979,0,0,CIS,,0,0,0,0
Iran,1979,32.427908,53.688046,Middle East,IRN,1.288516244,0.183314519,0.047555391,422051709444.443
Iraq,1979,33.223191,43.679291,Middle East,IRQ,0.217184746,0.0598842,0,76963596111.1109
Israel,1979,31.046051,34.851612,Middle East,ISR,0.318031313,0.001395797,0,88729752777.7775
Kuwait,1979,29.31166,47.481766,Middle East,KWT,0.192033823,0.2137842,0,112727228611.111
Oman,1979,21.512583,55.923255,Middle East,OMN,0.050701417,0.0183222,0,19173226944.4444
Qatar,1979,25.3182235,-51.20661467,Middle East,QAT,0.018789718,0.16252812,0,50366066111.111
Saudi Arabia,1979,23.885942,45.079162,Middle East,SAU,1.442261832,0.238374,0,466843286666.665
United Arab Emirates,1979,23.7479278,-54.10908829,Middle East,ARE,0.090181381,0.153036,0,67560383611.1109
Other Middle East,1979,0,0,Middle East,,0.543243822,0.109730988,0.000277878,181459079999.999
Algeria,1979,28.033886,1.659626,Africa,DZA,0.235147022,0.2934855,0.003014496,147679727222.222
Egypt,1979,26.820553,30.802498,Africa,EGY,0.500182112,0.038808,0.028627706,157671616111.111
Morocco,1979,31.791702,-7.09262,Africa,MAR,0.181301028,0.002647062,0.0173814,55924858333.3332
South Africa,1979,-30.559482,22.937506,Africa,ZAF,0.504323569,0.006762675,1.655088407,601715180833.332
Eastern Africa,1979,0,0,Africa,,0.381467441,3.60E-05,0.093196228,131861019166.666
Middle Africa,1979,0,0,Africa,,0.163052921,0.0037647,0.007876627,48526179999.9999
Western Africa,1979,0,0,Africa,,0.590685378,0.0471276,0.006573563,178996261388.888
Other Northern Africa,1979,0,0,Africa,,0.271180216,0.1432026,0.00083736,115338937777.777
Other Southern Africa,1979,0,0,Africa,,0.016104212,0,0.0134934,8221558888.88886
Australia,1979,-25.274398,133.775136,Asia Pacific,AUS,1.389293293,0.346950658,1.13595,797831653055.553
Bangladesh,1979,23.684994,90.356331,Asia Pacific,BGD,0.061604412,0.045133704,0.003892259,30730659722.2221
China,1979,35.86166,104.195397,Asia Pacific,CHN,3.88547828,0.526469027,12.24973944,4628246318611.1
China Hong Kong SAR,1979,22.32789401,114.1798757,Asia Pacific,HKG,0.268979181,0,0.000167472,74762959166.6665
India,1979,20.593684,78.96288,Asia Pacific,IND,1.330101921,0.068970825,2.258974377,1016124200833.33
Indonesia,1979,-0.789275,113.921327,Asia Pacific,IDN,0.714848094,0.2725884,0.0083736,276613914999.999
Japan,1979,36.204824,138.252924,Asia Pacific,JPN,11.36083137,0.766039714,2.098131503,3951389607499.99
Malaysia,1979,4.210484,101.975766,Asia Pacific,MYS,0.308505262,0.10529802,0.001423512,115340776111.111
New Zealand,1979,-40.900557,174.885971,Asia Pacific,NZL,0.183539337,0.031758699,0.04769998,73055004444.4442
Pakistan,1979,30.375321,69.345116,Asia Pacific,PAK,0.207157065,0.1767528,0.027674748,114329059166.666
Philippines,1979,12.879721,121.774017,Asia Pacific,PHL,0.493094199,0,0.004864367,138321823888.888
Singapore,1979,1.352083,103.819836,Asia Pacific,SGP,0.404371723,0,2.82E-05,112333311944.444
South Korea,1979,36.61375976,127.7174212,Asia Pacific,KOR,1.035663376,0,0.495842724,425418361111.11
Sri Lanka,1979,7.873054,80.771797,Asia Pacific,LKA,0.043449877,0,7.12E-05,12089188055.5555
Taiwan,1979,23.69781,120.960515,Asia Pacific,TWN,0.754523635,0.071341816,0.135359244,267006859722.221
Thailand,1979,15.870032,100.992541,Asia Pacific,THA,0.476170497,0,0.017430821,137111477222.222
Vietnam,1979,14.058324,108.277199,Asia Pacific,VNM,0.048075589,0,0.111620088,44359910277.7776
Other Asia Pacific,1979,0,0,Asia Pacific,,0.303356786,0.0564219,1.102543334,406200561111.11
Other S. & Cent. America,1979,0,0,S. & Cent. America,,0,0,0,0
Syria,1979,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1979,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1979,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1979,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1979,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1979,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1979,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1979,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1979,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1979,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1979,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1979,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1979,0,0,Africa,,0,0,0,0
Brunei,1979,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1979,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1979,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1979,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1979,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1979,0,0,Africa,COD,0,0,0,0
Serbia,1979,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1979,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1979,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1980,56.130366,-106.346771,North America,CAN,3.965771466,1.7909667,0.928409,1856985323888.88
Mexico,1980,23.634501,-102.552784,North America,MEX,2.173209813,0.802861697,0.097337,853724586111.109
US,1980,37.09024,-95.712891,North America,USA,34.03249785,19.2145855,15.45832865,19084836666666.6
Argentina,1980,-38.416097,-63.616672,S. & Cent. America,ARG,1.069120705,0.4036653,0.040120523,420251813333.332
Brazil,1980,-14.235004,-51.92528,S. & Cent. America,BRA,2.277540388,0.036605044,0.247121143,711462937499.998
Chile,1980,-35.675147,-71.542969,S. & Cent. America,CHL,0.229308414,0.0253368,0.04563612,83411481666.6664
Colombia,1980,4.570868,-74.297333,S. & Cent. America,COL,0.318300437,0.1021374,0.101833604,145075400277.777
Ecuador,1980,-1.831239,-78.183406,S. & Cent. America,ECU,0.128704224,0.001758456,0,36239633333.3332
Peru,1980,-9.189967,-75.015152,S. & Cent. America,PER,0.283507845,0.022869,0.005942,86755234722.222
Trinidad & Tobago,1980,10.691803,-61.222503,S. & Cent. America,TTO,0.070325117,0.101997,0,47867254722.2221
Venezuela,1980,6.42375,-66.58973,S. & Cent. America,VEN,0.888939945,0.59162778,0.006557324,413090291388.888
Central America,1980,0,0,S. & Cent. America,,0.269354957,0,0.000617804,74992433611.1109
Other Caribbean,1980,0,0,S. & Cent. America,,1.420528438,0.00109422,0.00230274,395534832777.777
Other South America,1980,0,0,S. & Cent. America,,0.202668108,0.0121734,0.000231838,59742596111.1109
Austria,1980,47.516231,14.550072,Europe,AUT,0.517994816,0.173066315,0.154205,234796147499.999
Belgium,1980,50.503887,4.469936,Europe,BEL,1.09142165,0.3730734,0.438892223,528718686944.443
Bulgaria,1980,42.733883,25.48583,Europe,BGR,0.594073875,0.1331694,0.379826496,307519380833.332
Croatia,1980,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1980,35.08620251,-33.15948469,Europe,CYP,0.037003194,0,0,10278665000
Czech Republic,1980,49.817492,15.472962,Europe,CZE,0.491203917,0.1084005,1.609866468,613741912499.998
Denmark,1980,56.26392,9.501785,Europe,DNK,0.58079257,0,0.257391904,232829020555.555
Estonia,1980,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1980,61.92411,25.748151,Europe,FIN,0.547304919,0.032204,0.193277,214662755277.777
France,1980,46.227638,2.213749,Europe,FRA,4.712449064,0.906191118,1.304499902,1923094467777.77
Germany,1980,51.165691,10.451526,Europe,DEU,6.351637798,2.198624938,5.917539384,4018833922222.21
Greece,1980,39.074208,21.824312,Europe,GRC,0.521902041,0,0.165839148,191039219166.666
Hungary,1980,47.162494,19.503304,Europe,HUN,0.485426566,0.3337911,0.338209704,321507602777.777
Iceland,1980,64.963051,-19.020835,Europe,ISL,0.025063744,0,0.000879984,7206591111.11109
Ireland,1980,53.41291,-8.24389,Europe,IRL,0.244698082,0.0290367,0.078879312,97948359444.4442
Italy,1980,41.87194,12.56738,Europe,ITA,4.189972493,0.9437895,0.525610872,1572048018055.55
Latvia,1980,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1980,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1980,49.61682412,6.124983395,Europe,LUX,0.046757626,0.01601993,0.076392353,38658308055.5554
Netherlands,1980,52.132633,5.291266,Europe,NLD,1.651231672,1.267,0.167,857008797777.775
North Macedonia,1980,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1980,60.472024,8.468946,Europe,NOR,0.40350419,0.029600676,0.040867606,131659020000
Poland,1980,51.919438,19.145136,Europe,POL,0.733496494,0.3672855,4.255630992,1487892496111.11
Portugal,1980,39.399872,-8.224454,Europe,PRT,0.360046014,0,0.0146538,104083281666.666
Romania,1980,45.943161,24.96676,Europe,ROU,0.789808929,1.192659907,0.517655952,694479107777.776
Slovakia,1980,48.17856255,-17.37553815,Europe,SVK,0.282360146,0.0970317,0.338963328,199543103888.888
Slovenia,1980,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1980,40.463667,-3.74922,Europe,ESP,2.227206117,0.07355628,0.520796052,783766235833.331
Sweden,1980,60.128161,18.643501,Europe,SWE,1.330654204,0,0.071528296,389495138888.888
Switzerland,1980,46.818188,8.227512,Europe,CHE,0.554471651,0.032652,0.0143,167062125277.777
Turkey,1980,38.963745,35.243322,Europe,TUR,0.657726045,0,0.294499512,264507099166.666
Ukraine,1980,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1980,55.378051,-3.435973,Europe,GBR,3.488846264,1.687573476,2.97534942,2264380322222.22
Other Europe,1980,0,0,Europe,,0.738341564,0.11710728,0.538981749,387341831388.888
Azerbaijan,1980,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1980,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1980,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1980,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1980,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1980,0,0,CIS,,18.00612623,13.57478589,14.13176488,12697965833333.3
Uzbekistan,1980,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1980,0,0,CIS,,0,0,0,0
Iran,1980,32.427908,53.688046,Middle East,IRN,1.189025047,0.163274547,0.050081371,389550268055.554
Iraq,1980,33.223191,43.679291,Middle East,IRQ,0.291419308,0.0438102,0,93119307777.7775
Israel,1980,31.046051,34.851612,Middle East,ISR,0.340250296,6.64E-05,4.19E-05,94544054444.4442
Kuwait,1980,29.31166,47.481766,Middle East,KWT,0.165778439,0.1392282,0,84724066388.8887
Oman,1980,21.512583,55.923255,Middle East,OMN,0.038151145,0.023259015,0,17058377777.7777
Qatar,1980,25.3182235,-51.20661467,Middle East,QAT,0.015481655,0.17664966,0,53369809722.2221
Saudi Arabia,1980,23.885942,45.079162,Middle East,SAU,1.179137934,0.3325608,0,419916314999.999
United Arab Emirates,1980,23.7479278,-54.10908829,Middle East,ARE,0.216671098,0.172692,0,108156416111.111
Other Middle East,1980,0,0,Middle East,,0.527397311,0.089732304,0.000277878,171502081388.888
Algeria,1980,28.033886,1.659626,Africa,DZA,0.238328748,0.3939705,0.002679552,176383000000
Egypt,1980,26.820553,30.802498,Africa,EGY,0.559053198,0.075537,0.023047497,182677137499.999
Morocco,1980,31.791702,-7.09262,Africa,MAR,0.183680497,0.00232313,0.0166608,56295674166.6665
South Africa,1980,-30.559482,22.937506,Africa,ZAF,0.518659786,0.007655988,1.788235425,642930888611.109
Eastern Africa,1980,0,0,Africa,,0.395635439,3.78E-05,0.096912201,136829288888.888
Middle Africa,1980,0,0,Africa,,0.162090591,0.0094167,0.008781101,50080108888.8887
Western Africa,1980,0,0,Africa,,0.628389471,0.0569601,0.005831954,191994868055.555
Other Northern Africa,1980,0,0,Africa,,0.304532469,0.1269891,0.000544284,120018292500
Other Southern Africa,1980,0,0,Africa,,0.016604333,0,0.0141126,8532481388.88886
Australia,1980,-25.274398,133.775136,Asia Pacific,AUS,1.323963405,0.398397165,1.16915,803197380555.553
Bangladesh,1980,23.684994,90.356331,Asia Pacific,BGD,0.06944761,0.050827752,0.005199587,34854152499.9999
China,1980,35.86166,104.195397,Asia Pacific,CHN,3.642195797,0.517761062,12.74046916,4694562783055.54
China Hong Kong SAR,1980,22.32789401,114.1798757,Asia Pacific,HKG,0.274941232,0,8.37E-05,76395814444.4442
India,1980,20.593684,78.96288,Asia Pacific,IND,1.356538236,0.040791713,2.374433938,1047712190833.33
Indonesia,1980,-0.789275,113.921327,Asia Pacific,IDN,0.799896054,0.2568762,0.010592604,296490238333.332
Japan,1980,36.204824,138.252924,Asia Pacific,JPN,10.21324579,0.906513779,2.437417633,3765882556111.1
Malaysia,1980,4.210484,101.975766,Asia Pacific,MYS,0.348822747,0.093658716,0.0020934,123493017500
New Zealand,1980,-40.900557,174.885971,Asia Pacific,NZL,0.177087106,0.028929836,0.04906161,70855153333.3331
Pakistan,1980,30.375321,69.345116,Asia Pacific,PAK,0.216368791,0.2158308,0.029475072,128242961944.444
Philippines,1980,12.879721,121.774017,Asia Pacific,PHL,0.462399645,0,0.005860683,130072313333.333
Singapore,1980,1.352083,103.819836,Asia Pacific,SGP,0.401531478,0,0.000124683,111571155833.333
South Korea,1980,36.61375976,127.7174212,Asia Pacific,KOR,1.025937154,0,0.552615732,438486912777.776
Sri Lanka,1980,7.873054,80.771797,Asia Pacific,LKA,0.043802612,0,9.60E-05,12194058888.8889
Taiwan,1980,23.69781,120.960515,Asia Pacific,TWN,0.783965657,0.07379863,0.1601451,282752607499.999
Thailand,1980,15.870032,100.992541,Asia Pacific,THA,0.495644997,0,0.018847634,142914619722.222
Vietnam,1980,14.058324,108.277199,Asia Pacific,VNM,0.083891538,0,0.095207832,49749824999.9999
Other Asia Pacific,1980,0,0,Asia Pacific,,0.338839872,0.0654075,1.171546518,437720524999.999
Other S. & Cent. America,1980,0,0,S. & Cent. America,,0,0,0,0
Syria,1980,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1980,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1980,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1980,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1980,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1980,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1980,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1980,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1980,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1980,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1980,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1980,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1980,0,0,Africa,,0,0,0,0
Brunei,1980,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1980,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1980,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1980,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1980,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1980,0,0,Africa,COD,0,0,0,0
Serbia,1980,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1980,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1980,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1981,56.130366,-106.346771,North America,CAN,3.75614238,1.7378172,0.947942,1789417105555.55
Mexico,1981,23.634501,-102.552784,North America,MEX,2.379097972,0.870449662,0.086036,926551009444.442
US,1981,37.09024,-95.712891,North America,USA,31.72591769,18.75106349,15.94416199,18450317547222.2
Argentina,1981,-38.416097,-63.616672,S. & Cent. America,ARG,1.002837261,0.4218705,0.038017682,406312623055.554
Brazil,1981,-14.235004,-51.92528,S. & Cent. America,BRA,2.172989371,0.032846002,0.241768284,679889904722.22
Chile,1981,-35.675147,-71.542969,S. & Cent. America,CHL,0.236852301,0.02494971,0.045552384,85376220833.3331
Colombia,1981,4.570868,-74.297333,S. & Cent. America,COL,0.32609398,0.1102842,0.103752042,150036172777.777
Ecuador,1981,-1.831239,-78.183406,S. & Cent. America,ECU,0.143858598,0.002847024,0,40751561666.6665
Peru,1981,-9.189967,-75.015152,S. & Cent. America,PER,0.289392201,0.0262647,0.006025,89356083611.1109
Trinidad & Tobago,1981,10.691803,-61.222503,S. & Cent. America,TTO,0.069698216,0.1123542,0,50570115555.5554
Venezuela,1981,6.42375,-66.58973,S. & Cent. America,VEN,0.941898491,0.59482458,0.006478278,428667041388.888
Central America,1981,0,0,S. & Cent. America,,0.267286711,0,0.000604155,74414129444.4442
Other Caribbean,1981,0,0,S. & Cent. America,,1.435377648,0.000785016,0.002260872,399562093333.332
Other South America,1981,0,0,S. & Cent. America,,0.194707639,0.0123426,0.000190938,57566993611.1109
Austria,1981,47.516231,14.550072,Europe,AUT,0.470271189,0.164966752,0.15786,220304983611.11
Belgium,1981,50.503887,4.469936,Europe,BEL,1.000371434,0.3440898,0.454653232,499754018333.332
Bulgaria,1981,42.733883,25.48583,Europe,BGR,0.529509055,0.1448613,0.385688016,294460658611.11
Croatia,1981,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1981,35.08620251,-33.15948469,Europe,CYP,0.035482297,0,0,9856193611.11108
Czech Republic,1981,49.817492,15.472962,Europe,CZE,0.484389216,0.108747,1.60333506,610130909999.998
Denmark,1981,56.26392,9.501785,Europe,DNK,0.547082442,0,0.205718418,209111349999.999
Estonia,1981,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1981,61.92411,25.748151,Europe,FIN,0.523506941,0.025625,0.118779,185530816944.444
France,1981,46.227638,2.213749,Europe,FRA,4.254253842,0.920581191,1.1890512,1767746175833.33
Germany,1981,51.165691,10.451526,Europe,DEU,5.76498385,2.102179459,6.016724676,3856635551388.88
Greece,1981,39.074208,21.824312,Europe,GRC,0.50703114,0,0.164164428,186443213333.333
Hungary,1981,47.162494,19.503304,Europe,HUN,0.463833143,0.3414276,0.339842556,318084249722.221
Iceland,1981,64.963051,-19.020835,Europe,ISL,0.024462949,0,0.001495973,7210811666.66665
Ireland,1981,53.41291,-8.24389,Europe,IRL,0.217383442,0.043659,0.082563696,95446149444.4442
Italy,1981,41.87194,12.56738,Europe,ITA,4.09944503,0.9151155,0.538673688,1542565060555.55
Latvia,1981,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1981,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1981,49.61682412,6.124983395,Europe,LUX,0.044934756,0.012397115,0.06144129,32992544722.2221
Netherlands,1981,52.132633,5.291266,Europe,NLD,1.536724598,1.206,0.185,813256832777.775
North Macedonia,1981,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1981,60.472024,8.468946,Europe,NOR,0.375060629,0.036383292,0.04094054,125662350277.777
Poland,1981,51.919438,19.145136,Europe,POL,0.687730115,0.3464343,3.79449684,1341294793055.55
Portugal,1981,39.399872,-8.224454,Europe,PRT,0.381639867,0,0.016621596,110628184166.666
Romania,1981,45.943161,24.96676,Europe,ROU,0.708018624,1.253191259,0.544116528,695924003055.554
Slovakia,1981,48.17856255,-17.37553815,Europe,SVK,0.278444272,0.1007487,0.329877972,196964151111.111
Slovenia,1981,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1981,40.463667,-3.74922,Europe,ESP,2.15654011,0.0839916,0.64246446,800832269444.442
Sweden,1981,60.128161,18.643501,Europe,SWE,1.196848035,0,0.061507023,349543071666.666
Switzerland,1981,46.818188,8.227512,Europe,CHE,0.513087764,0.035226,0.02115,158184378888.888
Turkey,1981,38.963745,35.243322,Europe,TUR,0.648105192,0,0.30061224,263532619999.999
Ukraine,1981,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1981,55.378051,-3.435973,Europe,GBR,3.23017229,1.710433404,2.959188372,2194387240555.55
Other Europe,1981,0,0,Europe,,0.680492316,0.11637963,0.616688327,392655631388.888
Azerbaijan,1981,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1981,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1981,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1981,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1981,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1981,0,0,CIS,,18.16311909,14.3749537,14.04210198,12938937436111.1
Uzbekistan,1981,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1981,0,0,CIS,,0,0,0,0
Iran,1981,32.427908,53.688046,Middle East,IRN,1.183026157,0.17740946,0.041821192,389515780277.777
Iraq,1981,33.223191,43.679291,Middle East,IRQ,0.312631799,0.021204,0,92732166388.8886
Israel,1981,31.046051,34.851612,Middle East,ISR,0.346174879,7.03E-05,4.19E-05,96190855277.7775
Kuwait,1981,29.31166,47.481766,Middle East,KWT,0.231158753,0.1601928,0,108708764722.222
Oman,1981,21.512583,55.923255,Middle East,OMN,0.037485351,0.02741544,0,18027997499.9999
Qatar,1981,25.3182235,-51.20661467,Middle East,QAT,0.02273818,0.16107498,0,51059211111.111
Saudi Arabia,1981,23.885942,45.079162,Middle East,SAU,1.416692665,0.3877596,0,501236740277.776
United Arab Emirates,1981,23.7479278,-54.10908829,Middle East,ARE,0.235371131,0.217971,0,125928369722.222
Other Middle East,1981,0,0,Middle East,,0.564355771,0.0833418,0.000406873,180029012222.222
Algeria,1981,28.033886,1.659626,Africa,DZA,0.256763062,0.512127,0.00188406,214103922777.777
Egypt,1981,26.820553,30.802498,Africa,EGY,0.644970931,0.084546,0.02970476,210894914166.666
Morocco,1981,31.791702,-7.09262,Africa,MAR,0.180637053,0.002982634,0.0177006,55922301944.4443
South Africa,1981,-30.559482,22.937506,Africa,ZAF,0.562012577,0.007429127,2.119896163,747038296388.887
Eastern Africa,1981,0,0,Africa,,0.384509059,3.60E-05,0.091009623,132098522777.777
Middle Africa,1981,0,0,Africa,,0.170836924,0.0110277,0.008932454,52999188333.3332
Western Africa,1981,0,0,Africa,,0.637062324,0.0838926,0.005337268,201747831111.111
Other Northern Africa,1981,0,0,Africa,,0.340410322,0.1205271,0.000669888,128224252777.777
Other Southern Africa,1981,0,0,Africa,,0.019162854,0,0.013740804,9139904999.99998
Australia,1981,-25.274398,133.775136,Asia Pacific,AUS,1.304705968,0.431799803,1.1993,815501603055.553
Bangladesh,1981,23.684994,90.356331,Asia Pacific,BGD,0.071614589,0.049009884,0.005345204,34991576944.4443
China,1981,35.86166,104.195397,Asia Pacific,CHN,3.457462976,0.462247788,12.67270208,4609003567777.76
China Hong Kong SAR,1981,22.32789401,114.1798757,Asia Pacific,HKG,0.291607699,0,0.00146538,81409188611.1109
India,1981,20.593684,78.96288,Asia Pacific,IND,1.460359023,0.071214413,2.671712702,1167579482777.77
Indonesia,1981,-0.789275,113.921327,Asia Pacific,IDN,0.89301678,0.2565108,0.01130436,322453316666.666
Japan,1981,36.204824,138.252924,Asia Pacific,JPN,9.654501374,0.908317822,2.732651928,3693186423333.32
Malaysia,1981,4.210484,101.975766,Asia Pacific,MYS,0.372156249,0.078753708,0.003893724,126334355833.333
New Zealand,1981,-40.900557,174.885971,Asia Pacific,NZL,0.168221405,0.036550258,0.04888061,70458964722.222
Pakistan,1981,30.375321,69.345116,Asia Pacific,PAK,0.229632101,0.2353698,0.033452532,138459564722.222
