Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption,Usage
Egypt,2014,26.820553,30.802498,Africa,EGY,1.626616558,1.663874982,0.016286652,9.18549E+11,3.306778192
Morocco,2014,31.791702,-7.09262,Africa,MAR,0.534905348,0.03994614,0.169030327,2.06634E+11,0.743881815
South Africa,2014,-30.559482,22.937506,Africa,ZAF,1.12923769,0.154736084,3.746590759,1.39738E+12,5.030564533
Australia,2014,-25.274398,133.775136,Asia Pacific,AUS,2.008887877,1.339953603,1.878550195,1.45205E+12,5.227391675
Bangladesh,2014,23.684994,90.356331,Asia Pacific,BGD,0.257371973,0.828801777,0.031872222,3.10568E+11,1.118045972
China,2014,35.86166,104.195397,Asia Pacific,CHN,22.38586168,6.781072881,82.4927758,3.10166E+13,111.6597104
China Hong Kong SAR,2014,22.32789401,114.1798757,Asia Pacific,HKG,0.715476685,0.085933429,0.341014,3.1734E+11,1.142424114
India,2014,20.593684,78.96288,Asia Pacific,IND,7.588125558,1.746056403,16.2347029,7.10247E+12,25.56888486
Indonesia,2014,-0.789275,113.921327,Asia Pacific,IDN,3.24604492,1.58550523,1.888661628,1.86673E+12,6.720211778
Japan,2014,36.204824,138.252924,Asia Pacific,JPN,8.500041637,4.491076272,4.988648094,4.99438E+12,17.979766
Malaysia,2014,4.210484,101.975766,Asia Pacific,MYS,1.544188682,1.609531524,0.64253688,1.05452E+12,3.796257086
New Zealand,2014,-40.900557,174.885971,Asia Pacific,NZL,0.316103808,0.18779641,0.059435581,1.56482E+11,0.563335799
Pakistan,2014,30.375321,69.345116,Asia Pacific,PAK,0.97101483,1.25952082,0.197970301,6.74585E+11,2.428505951
Philippines,2014,12.879721,121.774017,Asia Pacific,PHL,0.678634175,0.127233241,0.445626283,3.47637E+11,1.251493699
Singapore,2014,1.352083,103.819836,Asia Pacific,SGP,2.755291305,0.374022677,0.016265718,8.73772E+11,3.1455797
South Korea,2014,36.61375976,127.7174212,Asia Pacific,KOR,4.621253152,1.800143968,3.533604772,2.76528E+12,9.955001892
Sri Lanka,2014,7.873054,80.771797,Asia Pacific,LKA,0.187661342,0,0.038545927,62835352500,0.226207269
Taiwan,2014,23.69781,120.960515,Asia Pacific,TWN,2.055412431,0.679254072,1.701466644,1.23226E+12,4.436133147
Thailand,2014,15.870032,100.992541,Asia Pacific,THA,2.347895117,1.798010358,0.74833349,1.35951E+12,4.894238965
Vietnam,2014,14.058324,108.277199,Asia Pacific,VNM,0.779191535,0.3546954,0.869820887,5.56586E+11,2.003707822
Canada,2015,56.130366,-106.346771,North America,CAN,4.624487255,3.9763377,0.824117421,2.61804E+12,9.424942376
Mexico,2015,23.634501,-102.552784,North America,MEX,3.704738429,2.908184984,0.531541631,1.98457E+12,7.144465044
US,2015,37.09024,-95.712891,North America,USA,35.66006903,26.76886179,15.58467998,2.16704E+13,78.0136108
Argentina,2015,-38.416097,-63.616672,S. & Cent. America,ARG,1.394311148,1.679492458,0.056930865,8.69648E+11,3.130734471
Brazil,2015,-14.235004,-51.92528,S. & Cent. America,BRA,5.091610361,1.545715471,0.737919761,2.04868E+12,7.375245593
Chile,2015,-35.675147,-71.542969,S. & Cent. America,CHL,0.717929744,0.173674284,0.306197431,3.32723E+11,1.197801459
Colombia,2015,4.570868,-74.297333,S. & Cent. America,COL,0.633222509,0.403622258,0.208007906,3.45792E+11,1.244852673
Ecuador,2015,-1.831239,-78.183406,S. & Cent. America,ECU,0.513576292,0.029557196,0,1.5087E+11,0.543133488
Peru,2015,-9.189967,-75.015152,S. & Cent. America,PER,0.460350297,0.275152739,0.033927,2.13731E+11,0.769430036
Trinidad & Tobago,2015,10.691803,-61.222503,S. & Cent. America,TTO,0.094468713,0.705771732,0,2.22289E+11,0.800240445
Venezuela,2015,6.42375,-66.58973,S. & Cent. America,VEN,1.424492205,1.333376489,0.005501518,7.67603E+11,2.763370212
Austria,2015,47.516231,14.550072,Europe,AUT,0.502857106,0.28685142,0.135768935,2.57077E+11,0.925477461
Belgium,2015,50.503887,4.469936,Europe,BEL,1.299984632,0.5705964,0.14119401,5.58826E+11,2.011775042
Bulgaria,2015,42.733883,25.48583,Europe,BGR,0.189700403,0.1080126,0.274451481,1.58935E+11,0.572164484
Croatia,2015,45.1,15.2,Europe,HRV,0.140857679,0.08716432,0.025360076,70383909722,0.253382075
Cyprus,2015,35.08620251,-33.15948469,Europe,CYP,0.100550287,0,0.000139266,27969320278,0.100689553
Czech Republic,2015,49.817492,15.472962,Europe,CZE,0.377555526,0.2714202,0.683500166,3.70132E+11,1.332475892
Denmark,2015,56.26392,9.501785,Europe,DNK,0.32556758,0.119133094,0.072362726,1.43629E+11,0.5170634
Estonia,2015,58.69807177,-25.8872705,Europe,EST,0.062508254,0.0163476,0.160031135,66357496944,0.238886989
Finland,2015,61.92411,25.748151,Europe,FIN,0.387978624,0.082363,0.159858,1.75055E+11,0.630199624
France,2015,46.227638,2.213749,Europe,FRA,3.187558184,1.467063525,0.359546911,1.39282E+12,5.01416862
Germany,2015,51.165691,10.451526,Europe,DEU,4.667552148,2.77033,3.294201,2.98113E+12,10.73208315
Greece,2015,39.074208,21.824312,Europe,GRC,0.612715812,0.110569967,0.235586882,2.66354E+11,0.958872661
Hungary,2015,47.162494,19.503304,Europe,HUN,0.302636787,0.313584,0.098013909,1.98399E+11,0.714234696
Iceland,2015,64.963051,-19.020835,Europe,ISL,0.035439977,0,0.00416,10999993611,0.039599977
Ireland,2015,53.41291,-8.24389,Europe,IRL,0.296615561,0.157549284,0.091819439,1.51662E+11,0.545984284
Italy,2015,41.87194,12.56738,Europe,ITA,2.557598881,2.315355041,0.516223648,1.49699E+12,5.38917757
Latvia,2015,56.98600629,-25.98243782,Europe,LVA,0.073012342,0.0458766,0.001935976,33562477222,0.120824918
Lithuania,2015,55.56514803,-23.92632337,Europe,LTU,0.115867893,0.08653554,0.007636723,58344487778,0.210040156
Luxembourg,2015,49.61682412,6.124983395,Europe,LUX,0.112892797,0.032193861,0.002057226,40873301111,0.147143884
Netherlands,2015,52.132633,5.291266,Europe,NLD,1.653105676,1.2269,0.4632,9.28668E+11,3.343205676
North Macedonia,2015,42.12066355,-21.42254912,Europe,MKD,0.041066819,0.004687039,0.040667477,24005926389,0.086421335
Norway,2015,60.472024,8.468946,Europe,NOR,0.418081711,0.162949646,0.031905844,1.7026E+11,0.612937201
Poland,2015,51.919438,19.145136,Europe,POL,1.088260886,0.615557,2.03777,1.03933E+12,3.741587886
Portugal,2015,39.399872,-8.224454,Europe,PRT,0.482086231,0.173515079,0.136490559,2.20026E+11,0.792091869
Romania,2015,45.943161,24.96676,Europe,ROU,0.381344217,0.3733497,0.252322484,2.79727E+11,1.007016401
Slovakia,2015,48.17856255,-17.37553815,Europe,SVK,0.149980822,0.1624248,0.13565793,1.24462E+11,0.448063552
Slovenia,2015,46.151241,14.995463,Europe,SVN,0.100508543,0.027807625,0.044577488,48026015556,0.172893656
Spain,2015,40.463667,-3.74922,Europe,ESP,2.543482841,1.027576205,0.573022686,1.15113E+12,4.144081732
Sweden,2015,60.128161,18.643501,Europe,SWE,0.566902141,0.0336087,0.084485981,1.90277E+11,0.684996822
Switzerland,2015,46.818188,8.227512,Europe,CHE,0.465610131,0.11942,0.00521,1.63956E+11,0.590240131
Turkey,2015,38.963745,35.243322,Europe,TUR,1.847951869,1.65452553,1.454493859,1.37694E+12,4.956971258
Ukraine,2015,49.03256983,-31.17505696,Europe,UKR,0.426828177,1.15159292,1.144838592,7.56461E+11,2.723259689
United Kingdom,2015,55.378051,-3.435973,Europe,GBR,3.082846961,2.593636472,0.966069768,1.84515E+12,6.642553201
Azerbaijan,2015,40.37218247,-47.99440631,CIS,AZE,0.198366849,0.40127589,0.000129,1.66603E+11,0.599771739
Belarus,2015,53.22505931,-28.06449163,CIS,BLR,0.290766704,0.644360779,0.031009785,2.68371E+11,0.966137268
Kazakhstan,2015,47.97919679,-67.16447093,CIS,KAZ,0.734206246,0.489696532,1.433518452,7.38173E+11,2.65742123
Russian Federation,2015,61.87817188,-94.65763783,CIS,RUS,6.342857622,14.7122936,3.85688016,6.92001E+12,24.91203138
Turkmenistan,2015,39.06564821,-59.08747704,CIS,TKM,0.284176118,0.913906977,0,3.32801E+11,1.198083095
Uzbekistan,2015,42.04885918,-64.06189671,CIS,UZB,0.152085737,1.6683975,0.053225717,5.20475E+11,1.873708954
Iran,2015,32.427908,53.688046,Middle East,IRN,3.087275445,6.624701465,0.065345439,2.71592E+12,9.777322349
Iraq,2015,33.223191,43.679291,Middle East,IRQ,1.397737596,0.262839483,0,4.61271E+11,1.660577079
Israel,2015,31.046051,34.851612,Middle East,ISR,0.448963004,0.2898927,0.270097861,2.80265E+11,1.008953565
Kuwait,2015,29.31166,47.481766,Middle East,KWT,0.875366305,0.731617451,0.007558851,4.48484E+11,1.614542607
Oman,2015,21.512583,55.923255,Middle East,OMN,0.376276895,0.829664146,0.002059885,3.35556E+11,1.208000926
Qatar,2015,25.3182235,-51.20661467,Middle East,QAT,0.569666694,1.557852357,0,5.90978E+11,2.127519051
Saudi Arabia,2015,23.885942,45.079162,Middle East,SAU,7.242314026,3.57219,0.005545249,3.00557E+12,10.82004928
United Arab Emirates,2015,23.7479278,-54.10908829,Middle East,ARE,1.816423431,2.572939348,0.07178972,1.23921E+12,4.461152499
Algeria,2015,28.033886,1.659626,Africa,DZA,0.85013454,1.36521,0.005568444,6.1692E+11,2.220912984
Egypt,2015,26.820553,30.802498,Africa,EGY,1.684846357,1.656675752,0.033549209,9.3752E+11,3.375071318
Morocco,2015,31.791702,-7.09262,Africa,MAR,0.522809752,0.040674139,0.186107447,2.0822E+11,0.749591338
South Africa,2015,-30.559482,22.937506,Africa,ZAF,1.245974144,0.155470566,3.515356087,1.36578E+12,4.916800797
Australia,2015,-25.274398,133.775136,Asia Pacific,AUS,1.994945802,1.396648672,1.945262489,1.48246E+12,5.336856963
Bangladesh,2015,23.684994,90.356331,Asia Pacific,BGD,0.272396108,0.930746259,0.094867571,3.60558E+11,1.298009938
China,2015,35.86166,104.195397,Asia Pacific,CHN,24.23754067,7.008823009,80.93678105,3.1162E+13,112.1831447
China Hong Kong SAR,2015,22.32789401,114.1798757,Asia Pacific,HKG,0.784370354,0.109642937,0.280444,3.26238E+11,1.174457291
India,2015,20.593684,78.96288,Asia Pacific,IND,8.200635679,1.72104615,16.55368653,7.35427E+12,26.47536836
Indonesia,2015,-0.789275,113.921327,Asia Pacific,IDN,3.051396673,1.647199894,2.141320029,1.89998E+12,6.839916596
Japan,2015,36.204824,138.252924,Asia Pacific,JPN,8.160829803,4.273835259,5.032731396,4.85205E+12,17.46739646
Malaysia,2015,4.210484,101.975766,Asia Pacific,MYS,1.429716978,1.6862337,0.72826704,1.06784E+12,3.844217718
New Zealand,2015,-40.900557,174.885971,Asia Pacific,NZL,0.328747996,0.175167119,0.060024516,1.5665E+11,0.563939631
Pakistan,2015,30.375321,69.345116,Asia Pacific,PAK,1.058257847,1.315230494,0.194745958,7.13398E+11,2.568234299
Philippines,2015,12.879721,121.774017,Asia Pacific,PHL,0.773354745,0.119610042,0.486362162,3.83146E+11,1.379326949
Singapore,2015,1.352083,103.819836,Asia Pacific,SGP,2.910701648,0.416831434,0.017015155,9.29041E+11,3.344548237
South Korea,2015,36.61375976,127.7174212,Asia Pacific,KOR,4.835494329,1.643390176,3.575577442,2.79291E+12,10.05446195
Sri Lanka,2015,7.873054,80.771797,Asia Pacific,LKA,0.180480849,0,0.051872456,64542584722,0.232353305
Taiwan,2015,23.69781,120.960515,Asia Pacific,TWN,2.10807313,0.72649296,1.650412464,1.24583E+12,4.484978554
Thailand,2015,15.870032,100.992541,Asia Pacific,THA,2.444230958,1.83459442,0.73466545,1.39264E+12,5.013490828
Vietnam,2015,14.058324,108.277199,Asia Pacific,VNM,0.870062942,0.3703284,1.098444194,6.49677E+11,2.338835536
Canada,2016,56.130366,-106.346771,North America,CAN,4.611656255,3.8319642,0.770601912,2.55951E+12,9.214222367
Mexico,2016,23.634501,-102.552784,North America,MEX,3.731627938,2.989081322,0.520679917,2.0115E+12,7.241389177
US,2016,37.09024,-95.712891,North America,USA,35.92469221,26.96756184,14.25866811,2.14308E+13,77.15092216
Argentina,2016,-38.416097,-63.616672,S. & Cent. America,ARG,1.35105924,1.735560403,0.043879109,8.69583E+11,3.130498752
Brazil,2016,-14.235004,-51.92528,S. & Cent. America,BRA,4.829664069,1.335163768,0.666526896,1.8976E+12,6.831354733
Chile,2016,-35.675147,-71.542969,S. & Cent. America,CHL,0.760860012,0.212986828,0.310537909,3.56774E+11,1.284384749
Colombia,2016,4.570868,-74.297333,S. & Cent. America,COL,0.649691465,0.435476239,0.22876932,3.64983E+11,1.313937024
Ecuador,2016,-1.831239,-78.183406,S. & Cent. America,ECU,0.482547494,0.031907127,0,1.42904E+11,0.514454621
Peru,2016,-9.189967,-75.015152,S. & Cent. America,PER,0.491273162,0.305759,0.041004,2.32788E+11,0.838036162
Trinidad & Tobago,2016,10.691803,-61.222503,S. & Cent. America,TTO,0.099988323,0.61000096,0,1.97219E+11,0.709989283
Venezuela,2016,6.42375,-66.58973,S. & Cent. America,VEN,1.084430588,1.340594422,0.006173926,6.75333E+11,2.431198936
Austria,2016,47.516231,14.550072,Europe,AUT,0.520105308,0.30031885,0.125926544,2.62875E+11,0.946350702
Belgium,2016,50.503887,4.469936,Europe,BEL,1.319970856,0.5828112,0.133800415,5.65717E+11,2.036582471
Bulgaria,2016,42.733883,25.48583,Europe,BGR,0.191393953,0.1125018,0.238408952,1.5064E+11,0.542304705
Croatia,2016,45.1,15.2,Europe,HRV,0.14145543,0.09087672,0.027255356,72107640556,0.259587506
Cyprus,2016,35.08620251,-33.15948469,Europe,CYP,0.109675325,0,1.86E-05,30470534722,0.109693925
Czech Republic,2016,49.817492,15.472962,Europe,CZE,0.354501153,0.2937591,0.688345926,3.71279E+11,1.336606179
Denmark,2016,56.26392,9.501785,Europe,DNK,0.319836454,0.121149118,0.087676311,1.46851E+11,0.528661883
Estonia,2016,58.69807177,-25.8872705,Europe,EST,0.060958551,0.0179307,0.16167906,66824530833,0.240568311
Finland,2016,61.92411,25.748151,Europe,FIN,0.410486086,0.072276,0.183316,1.85022E+11,0.666078086
France,2016,46.227638,2.213749,Europe,FRA,3.165612875,1.603077825,0.351107049,1.42217E+12,5.119797749
Germany,2016,51.165691,10.451526,Europe,DEU,4.763947421,3.055851,3.203766,3.0621E+12,11.02356442
Greece,2016,39.074208,21.824312,Europe,GRC,0.611701045,0.1439208,0.182491601,2.60587E+11,0.938113446
Hungary,2016,47.162494,19.503304,Europe,HUN,0.304045155,0.336104,0.091823432,2.03326E+11,0.731972587
Iceland,2016,64.963051,-19.020835,Europe,ISL,0.039033464,0,0.00484,12187073333,0.043873464
Ireland,2016,53.41291,-8.24389,Europe,IRL,0.310136065,0.177143508,0.088215876,1.5986E+11,0.575495449
Italy,2016,41.87194,12.56738,Europe,ITA,2.537243677,2.431650115,0.45983637,1.50798E+12,5.428730162
Latvia,2016,56.98600629,-25.98243782,Europe,LVA,0.075305272,0.04750515,0.001716588,34590836111,0.12452701
Lithuania,2016,55.56514803,-23.92632337,Europe,LTU,0.125987709,0.07710714,0.007737206,58564459722,0.210832055
Luxembourg,2016,49.61682412,6.124983395,Europe,LUX,0.112751497,0.029689266,0.002193213,40176104444,0.144633976
Netherlands,2016,52.132633,5.291266,Europe,NLD,1.705903543,1.2655,0.4294,9.44668E+11,3.400803543
North Macedonia,2016,42.12066355,-21.42254912,Europe,MKD,0.046090114,0.007370401,0.036677792,25038418611,0.090138307
Norway,2016,60.472024,8.468946,Europe,NOR,0.398995098,0.157266933,0.032760831,1.63617E+11,0.589022862
Poland,2016,51.919438,19.145136,Europe,POL,1.195972661,0.657274,2.07241,1.09046E+12,3.925656661
Portugal,2016,39.399872,-8.224454,Europe,PRT,0.491454098,0.182657269,0.119156328,2.20352E+11,0.793267695
Romania,2016,45.943161,24.96676,Europe,ROU,0.399292774,0.377805991,0.224564293,2.7824E+11,1.001663058
Slovakia,2016,48.17856255,-17.37553815,Europe,SVK,0.156055609,0.1630899,0.13389512,1.25845E+11,0.453040629
Slovenia,2016,46.151241,14.995463,Europe,SVN,0.107874381,0.029486165,0.047647877,51391228611,0.185008423
Spain,2016,40.463667,-3.74922,Europe,ESP,2.628761937,1.0483774,0.43945239,1.1435E+12,4.116591727
Sweden,2016,60.128161,18.643501,Europe,SWE,0.585303854,0.0359604,0.082902952,1.95602E+11,0.704167206
Switzerland,2016,46.818188,8.227512,Europe,CHE,0.440008558,0.12546,0.00479,1.58405E+11,0.570258558
Turkey,2016,38.963745,35.243322,Europe,TUR,1.977108799,1.6021656,1.610136637,1.4415E+12,5.189411036
Ukraine,2016,49.03256983,-31.17505696,Europe,UKR,0.445412623,1.131150442,1.3586166,8.15328E+11,2.935179665
United Kingdom,2016,55.378051,-3.435973,Europe,GBR,3.183306897,2.90425106,0.464016345,1.81988E+12,6.551574302
Azerbaijan,2016,40.37218247,-47.99440631,CIS,AZE,0.197045922,0.39350331,5.16E-05,1.64056E+11,0.590600832
Belarus,2016,53.22505931,-28.06449163,CIS,BLR,0.285889469,0.640350584,0.034084739,2.66757E+11,0.960324792
Kazakhstan,2016,47.97919679,-67.16447093,CIS,KAZ,0.689407216,0.509489576,1.419025292,7.27201E+11,2.617922084
Russian Federation,2016,61.87817188,-94.65763783,CIS,RUS,6.480802152,15.14327004,3.736719,7.04466E+12,25.36079119
Turkmenistan,2016,39.06564821,-59.08747704,CIS,TKM,0.282112788,0.904140186,0,3.29515E+11,1.186252974
Uzbekistan,2016,42.04885918,-64.06189671,CIS,UZB,0.157873759,1.559769498,0.062872485,4.94588E+11,1.780515742
Iran,2016,32.427908,53.688046,Middle East,IRN,3.072502779,7.06748571,0.063327443,2.83425E+12,10.20331593
Iraq,2016,33.223191,43.679291,Middle East,IRQ,1.545399538,0.356240812,0,5.28233E+11,1.90164035
Israel,2016,31.046051,34.851612,Middle East,ISR,0.458376537,0.3329802,0.230835498,2.83942E+11,1.022192235
Kuwait,2016,29.31166,47.481766,Middle East,KWT,0.844548718,0.761396882,0.009319498,4.48685E+11,1.615265098
Oman,2016,21.512583,55.923255,Middle East,OMN,0.38524295,0.8228824,0.002306088,3.36231E+11,1.210431438
Qatar,2016,25.3182235,-51.20661467,Middle East,QAT,0.596307913,1.481416939,0,5.77146E+11,2.077724852
Saudi Arabia,2016,23.885942,45.079162,Middle East,SAU,7.161210919,3.791412,0.003704698,3.04342E+12,10.95632762
United Arab Emirates,2016,23.7479278,-54.10908829,Middle East,ARE,1.972130386,2.589514801,0.077061236,1.28853E+12,4.638706423
Algeria,2016,28.033886,1.659626,Africa,DZA,0.826429865,1.389465,0.002051532,6.16096E+11,2.217946397
Egypt,2016,26.820553,30.802498,Africa,EGY,1.723591899,1.77674805,0.051011781,9.86487E+11,3.55135173
Morocco,2016,31.791702,-7.09262,Africa,MAR,0.535386746,0.041335037,0.179337391,2.10016E+11,0.756059174
South Africa,2016,-30.559482,22.937506,Africa,ZAF,1.195200828,0.131567625,3.780194567,1.4186E+12,5.10696302
Australia,2016,-25.274398,133.775136,Asia Pacific,AUS,2.002764224,1.363352158,1.943987255,1.47503E+12,5.310103637
Bangladesh,2016,23.684994,90.356331,Asia Pacific,BGD,0.298116807,0.952234076,0.069713448,3.66685E+11,1.320064331
China,2016,35.86166,104.195397,Asia Pacific,CHN,25.06293317,7.539879198,80.21306671,3.13377E+13,112.8158791
China Hong Kong SAR,2016,22.32789401,114.1798757,Asia Pacific,HKG,0.812439678,0.112556348,0.280423,3.34839E+11,1.205419026
India,2016,20.593684,78.96288,Asia Pacific,IND,8.99290503,1.828475347,16.84232476,7.68436E+12,27.66370514
Indonesia,2016,-0.789275,113.921327,Asia Pacific,IDN,2.962844162,1.606707688,2.233468189,1.88973E+12,6.803020039
Japan,2016,36.204824,138.252924,Asia Pacific,JPN,7.937386835,4.191028037,5.023388011,4.76439E+12,17.15180288
Malaysia,2016,4.210484,101.975766,Asia Pacific,MYS,1.595770423,1.619747316,0.78424896,1.11105E+12,3.999766699
New Zealand,2016,-40.900557,174.885971,Asia Pacific,NZL,0.337021085,0.172705069,0.049666086,1.55387E+11,0.55939224
Pakistan,2016,30.375321,69.345116,Asia Pacific,PAK,1.183854896,1.391424201,0.223621499,7.77472E+11,2.798900596
Philippines,2016,12.879721,121.774017,Asia Pacific,PHL,0.830591676,0.137155113,0.547976623,4.21034E+11,1.515723412
Singapore,2016,1.352083,103.819836,Asia Pacific,SGP,3.024581675,0.428475912,0.017835768,9.64137E+11,3.470893355
South Korea,2016,36.61375976,127.7174212,Asia Pacific,KOR,5.216114904,1.715172862,3.412212692,2.87319E+12,10.34350046
Sri Lanka,2016,7.873054,80.771797,Asia Pacific,LKA,0.21218807,0,0.054914487,74195154722,0.267102557
Taiwan,2016,23.69781,120.960515,Asia Pacific,TWN,2.11811646,0.754754573,1.64137694,1.25396E+12,4.514247973
Thailand,2016,15.870032,100.992541,Asia Pacific,THA,2.536907386,1.820313184,0.748909029,1.41837E+12,5.106129599
Vietnam,2016,14.058324,108.277199,Asia Pacific,VNM,0.930773055,0.3685914,1.188645712,6.91114E+11,2.488010167
Canada,2017,56.130366,-106.346771,North America,CAN,4.571622885,3.9710016,0.783998036,2.59073E+12,9.326622521
Mexico,2017,23.634501,-102.552784,North America,MEX,3.593102109,3.097207128,0.636310043,2.03517E+12,7.32661928
US,2017,37.09024,-95.712891,North America,USA,36.27665084,26.63972106,13.86933351,2.13294E+13,76.78570541
Argentina,2017,-38.416097,-63.616672,S. & Cent. America,ARG,1.335229885,1.738801028,0.045091037,8.66423E+11,3.11912195
Brazil,2017,-14.235004,-51.92528,S. & Cent. America,BRA,4.904986787,1.354753021,0.702977096,1.93409E+12,6.962716904
Chile,2017,-35.675147,-71.542969,S. & Cent. America,CHL,0.728130661,0.20212549,0.322882788,3.48094E+11,1.253138939
Colombia,2017,4.570868,-74.297333,S. & Cent. America,COL,0.632762731,0.445176106,0.174341296,3.47856E+11,1.252280133
Ecuador,2017,-1.831239,-78.183406,S. & Cent. America,ECU,0.471145064,0.029636533,0,1.39106E+11,0.500781597
Peru,2017,-9.189967,-75.015152,S. & Cent. America,PER,0.506874703,0.269709692,0.0417242,2.27308E+11,0.818308595
Trinidad & Tobago,2017,10.691803,-61.222503,S. & Cent. America,TTO,0.092803619,0.660575816,0,2.09272E+11,0.753379435
Venezuela,2017,6.42375,-66.58973,S. & Cent. America,VEN,0.998117673,1.389793959,0.003429952,6.64262E+11,2.391341584
Austria,2017,47.516231,14.550072,Europe,AUT,0.526845116,0.326514739,0.131632382,2.73609E+11,0.984992237
Belgium,2017,50.503887,4.469936,Europe,BEL,1.342434979,0.590814,0.130743464,5.73331E+11,2.063992443
Bulgaria,2017,42.733883,25.48583,Europe,BGR,0.200311815,0.1156914,0.255601251,1.58779E+11,0.571604466
Croatia,2017,45.1,15.2,Europe,HRV,0.151205586,0.10438801,0.01642624,75561065556,0.272019836
Cyprus,2017,35.08620251,-33.15948469,Europe,CYP,0.112592094,0,0.000124881,31310270833,0.112716975
Czech Republic,2017,49.817492,15.472962,Europe,CZE,0.415065504,0.3014919,0.652790784,3.80374E+11,1.369348188
Denmark,2017,56.26392,9.501785,Europe,DNK,0.31703594,0.11578368,0.065590802,1.38447E+11,0.498410422
Estonia,2017,58.69807177,-25.8872705,Europe,EST,0.063623005,0.017599653,0.178422408,72123629444,0.259645066
Finland,2017,61.92411,25.748151,Europe,FIN,0.397708649,0.065967,0.167924,1.75444E+11,0.631599649
France,2017,46.227638,2.213749,Europe,FRA,3.179040544,1.611565163,0.383255125,1.43718E+12,5.173860832
Germany,2017,51.165691,10.451526,Europe,DEU,4.86735457,3.158585,3.009347,3.06536E+12,11.03528657
Greece,2017,39.074208,21.824312,Europe,GRC,0.626375489,0.1735668,0.200807092,2.77986E+11,1.000749381
Hungary,2017,47.162494,19.503304,Europe,HUN,0.325794495,0.357629,0.093855998,2.15911E+11,0.777279493
Iceland,2017,64.963051,-19.020835,Europe,ISL,0.043578223,0,0.0048,13438395278,0.048378223
Ireland,2017,53.41291,-8.24389,Europe,IRL,0.308061288,0.180679704,0.07511213,1.56626E+11,0.563853122
Italy,2017,41.87194,12.56738,Europe,ITA,2.569301642,2.576836695,0.402854105,1.54139E+12,5.548992442
Latvia,2017,56.98600629,-25.98243782,Europe,LVA,0.076920537,0.04306995,0.00167472,33795890833,0.121665207
Lithuania,2017,55.56514803,-23.92632337,Europe,LTU,0.131038159,0.080239896,0.008294051,60992251667,0.219572106
Luxembourg,2017,49.61682412,6.124983395,Europe,LUX,0.117968478,0.029020115,0.001897918,41357364167,0.148886511
Netherlands,2017,52.132633,5.291266,Europe,NLD,1.64121856,1.299,0.3851,9.237E+11,3.32531856
North Macedonia,2017,42.12066355,-21.42254912,Europe,MKD,0.043866127,0.009478078,0.040089206,25953725278,0.093433411
Norway,2017,60.472024,8.468946,Europe,NOR,0.39518825,0.165065825,0.034248108,1.65139E+11,0.594502183
Poland,2017,51.919438,19.145136,Europe,POL,1.29801943,0.690492,2.083965,1.13124E+12,4.07247643
Portugal,2017,39.399872,-8.224454,Europe,PRT,0.489701675,0.228221447,0.135945396,2.37186E+11,0.853868518
Romania,2017,45.943161,24.96676,Europe,ROU,0.417987645,0.406449673,0.225036313,2.9152E+11,1.049473631
Slovakia,2017,48.17856255,-17.37553815,Europe,SVK,0.175600842,0.173194008,0.139915613,1.35753E+11,0.488710463
Slovenia,2017,46.151241,14.995463,Europe,SVN,0.110468829,0.031039417,0.047500251,52502360278,0.189008497
Spain,2017,40.463667,-3.74922,Europe,ESP,2.642350077,1.141636109,0.563075196,1.20752E+12,4.347061382
Sweden,2017,60.128161,18.643501,Europe,SWE,0.581433981,0.0346185,0.082691854,1.94096E+11,0.698744335
Switzerland,2017,46.818188,8.227512,Europe,CHE,0.450852963,0.12599,0.00461,1.61515E+11,0.581452963
Turkey,2017,38.963745,35.243322,Europe,TUR,2.074144147,1.85645079,1.652082569,1.55074E+12,5.582677506
Ukraine,2017,49.03256983,-31.17505696,Europe,UKR,0.456902845,1.086858407,1.078394076,7.28376E+11,2.622155328
United Kingdom,2017,55.378051,-3.435973,Europe,GBR,3.188331889,2.827768158,0.379242019,1.77648E+12,6.395342066
Azerbaijan,2017,40.37218247,-47.99440631,CIS,AZE,0.198799588,0.38219778,5.16E-05,1.61402E+11,0.581048968
Belarus,2017,53.22505931,-28.06449163,CIS,BLR,0.285273668,0.655515186,0.035252856,2.71123E+11,0.97604171
Kazakhstan,2017,47.97919679,-67.16447093,CIS,KAZ,0.769590044,0.543057158,1.522496111,7.8754E+11,2.835143313
Russian Federation,2017,61.87817188,-94.65763783,CIS,RUS,6.457907428,15.51962127,3.51398124,7.08097E+12,25.49150994
Turkmenistan,2017,39.06564821,-59.08747704,CIS,TKM,0.282555228,0.891319686,0,3.26076E+11,1.173874914
Uzbekistan,2017,42.04885918,-64.06189671,CIS,UZB,0.164617536,1.551643336,0.059370211,4.93231E+11,1.775631083
Iran,2017,32.427908,53.688046,Middle East,IRN,3.125979431,7.37847878,0.068956186,2.93706E+12,10.5734144
Iraq,2017,33.223191,43.679291,Middle East,IRQ,1.475863968,0.411366807,0,5.24231E+11,1.887230775
Israel,2017,31.046051,34.851612,Middle East,ISR,0.503667124,0.35617851,0.20949421,2.97039E+11,1.069339844
Kuwait,2017,29.31166,47.481766,Middle East,KWT,0.88234982,0.75699058,0.007054086,4.57332E+11,1.646394486
Oman,2017,21.512583,55.923255,Middle East,OMN,0.456471602,0.840631647,0.003180581,3.6119E+11,1.30028383
